menu_id,restaurant_id,food_id,cuisine,price,stock_quantity
217,531342,217,"Sweets,Bakery",23.00,34
218,531342,218,"Sweets,Bakery",30.00,50
219,531342,219,"Sweets,Bakery",75.00,46
220,531342,220,"Sweets,Bakery",60.00,37
221,531342,221,"Sweets,Bakery",60.00,25
222,531342,222,"Sweets,Bakery",60.00,13
223,531342,223,"Sweets,Bakery",75.00,25
224,531342,224,"Sweets,Bakery",60.00,48
225,531342,225,"Sweets,Bakery",164.00,43
226,531342,226,"Sweets,Bakery",209.00,33
227,531342,227,"Sweets,Bakery",179.00,34
228,531342,14,"Sweets,Bakery",134.00,14
229,531342,229,"Sweets,Bakery",164.00,24
230,531342,230,"Sweets,Bakery",164.00,21
231,531342,231,"Sweets,Bakery",194.00,49
232,531342,232,"Sweets,Bakery",179.00,32
233,531342,233,"Sweets,Bakery",194.00,8
234,531342,234,"Sweets,Bakery",149.00,50
235,531342,235,"Sweets,Bakery",284.00,34
236,531342,236,"Sweets,Bakery",269.00,15
237,531342,237,"Sweets,Bakery",209.00,30
238,531342,238,"Sweets,Bakery",194.00,37
239,531342,239,"Sweets,Bakery",224.00,7
240,531342,240,"Sweets,Bakery",320.00,47
241,531342,241,"Sweets,Bakery",194.00,21
242,531342,242,"Sweets,Bakery",105.00,28
243,531342,243,"Sweets,Bakery",209.00,5
244,531342,244,"Sweets,Bakery",105.00,10
245,531342,245,"Sweets,Bakery",149.00,22
246,531342,246,"Sweets,Bakery",224.00,46
247,531342,247,"Sweets,Bakery",134.00,25
248,531342,248,"Sweets,Bakery",179.00,47
249,531342,249,"Sweets,Bakery",60.00,24
250,531342,250,"Sweets,Bakery",120.00,9
251,531342,251,"Sweets,Bakery",120.00,32
252,531342,252,"Sweets,Bakery",105.00,50
253,531342,253,"Sweets,Bakery",239.00,19
254,531342,254,"Sweets,Bakery",149.00,41
255,531342,255,"Sweets,Bakery",149.00,26
256,531342,256,"Sweets,Bakery",105.00,5
257,531342,257,"Sweets,Bakery",75.00,35
258,531342,258,"Sweets,Bakery",149.00,8
259,531342,259,"Sweets,Bakery",135.00,20
260,531342,260,"Sweets,Bakery",179.00,6
261,531342,261,"Sweets,Bakery",164.00,28
262,531342,262,"Sweets,Bakery",194.00,47
263,531342,263,"Sweets,Bakery",269.00,26
264,531342,264,"Sweets,Bakery",194.00,41
265,531342,265,"Sweets,Bakery",209.00,13
266,531342,266,"Sweets,Bakery",194.00,30
267,531342,267,"Sweets,Bakery",254.00,28
268,531342,268,"Sweets,Bakery",179.00,23
269,531342,269,"Sweets,Bakery",70.00,45
270,531342,270,"Sweets,Bakery",72.25,38
271,531342,271,"Sweets,Bakery",72.25,31
272,531342,272,"Sweets,Bakery",72.25,13
273,531342,273,"Sweets,Bakery",60.00,13
274,531342,274,"Sweets,Bakery",60.00,20
275,531342,275,"Sweets,Bakery",139.00,33
276,531342,276,"Sweets,Bakery",75.00,7
277,531342,277,"Sweets,Bakery",67.00,37
278,531342,278,"Sweets,Bakery",90.00,48
279,531342,279,"Sweets,Bakery",470.00,9
280,531342,280,"Sweets,Bakery",110.00,10
281,531342,281,"Sweets,Bakery",30.00,45
282,531342,282,"Sweets,Bakery",45.00,50
283,531342,283,"Sweets,Bakery",38.00,13
284,531342,284,"Sweets,Bakery",38.00,41
285,531342,285,"Sweets,Bakery",38.00,26
286,531342,286,"Sweets,Bakery",38.00,48
287,531342,287,"Sweets,Bakery",30.00,26
288,531342,288,"Sweets,Bakery",23.00,7
289,531342,289,"Sweets,Bakery",30.00,14
290,531342,290,"Sweets,Bakery",23.00,14
291,531342,291,"Sweets,Bakery",59.00,27
292,531342,292,"Sweets,Bakery",22.00,21
293,531342,293,"Sweets,Bakery",115.00,28
294,531342,294,"Sweets,Bakery",105.00,26
295,531342,295,"Sweets,Bakery",105.00,33
296,531342,296,"Sweets,Bakery",60.00,44
297,531342,297,"Sweets,Bakery",52.00,46
298,531342,298,"Sweets,Bakery",45.00,32
299,531342,299,"Sweets,Bakery",100.00,35
300,531342,300,"Sweets,Bakery",100.00,33
301,531342,301,"Sweets,Bakery",44.00,7
302,531342,302,"Sweets,Bakery",44.00,7
303,531342,303,"Sweets,Bakery",143.00,24
304,531342,304,"Sweets,Bakery",74.00,46
305,531342,305,"Sweets,Bakery",74.00,32
306,531342,306,"Sweets,Bakery",30.00,24
307,531342,307,"Sweets,Bakery",30.00,31
308,531342,308,"Sweets,Bakery",105.00,6
309,531342,309,"Sweets,Bakery",90.00,9
310,531342,310,"Sweets,Bakery",90.00,7
311,531342,311,"Sweets,Bakery",90.00,29
312,531342,312,"Sweets,Bakery",90.00,42
313,158203,313,Beverages,118.00,21
314,158203,314,Beverages,132.00,45
315,158203,315,Beverages,118.00,38
316,158203,95,Beverages,118.00,11
317,158203,317,Beverages,65.00,44
318,158203,318,Beverages,158.00,19
319,158203,242,Beverages,82.00,10
320,158203,320,Beverages,124.00,49
321,158203,321,Beverages,150.00,29
322,158203,322,Beverages,118.00,50
323,158203,323,Beverages,92.00,5
324,158203,324,Beverages,166.00,25
325,158203,325,Beverages,217.00,16
326,158203,326,Beverages,375.00,41
327,158203,327,Beverages,475.00,18
328,158203,328,Beverages,158.00,5
329,158203,1,Beverages,65.00,34
330,158203,330,Beverages,79.00,36
331,158203,331,Beverages,92.00,27
332,158203,332,Beverages,160.00,45
333,158203,333,Beverages,480.00,46
334,158203,36,Beverages,145.00,18
335,158203,335,Beverages,197.00,41
336,158203,336,Beverages,499.00,46
337,158203,337,Beverages,152.00,38
338,158203,338,Beverages,152.00,39
339,158203,339,Beverages,152.00,17
340,158203,340,Beverages,432.00,11
341,158203,341,Beverages,158.00,29
342,158203,342,Beverages,189.00,11
343,158203,343,Beverages,187.00,24
344,158203,344,Beverages,463.00,21
345,158203,345,Beverages,720.00,40
346,158203,346,Beverages,862.00,41
347,158203,347,Beverages,932.00,20
348,158203,348,Beverages,1365.00,32
349,158203,349,Beverages,888.00,13
350,158203,350,Beverages,65.00,9
351,158203,351,Beverages,91.00,49
352,158203,352,Beverages,91.00,19
353,158203,353,Beverages,111.00,17
354,158203,354,Beverages,155.00,23
355,158203,313,Beverages,118.00,39
356,158203,356,Beverages,145.00,7
357,158203,357,Beverages,132.00,32
358,158203,314,Beverages,132.00,46
359,158203,359,Beverages,52.00,20
360,158203,360,Beverages,52.00,39
361,158203,361,Beverages,89.00,8
362,158203,362,Beverages,89.00,36
363,158203,363,Beverages,89.00,46
364,158203,364,Beverages,99.00,38
365,158203,365,Beverages,115.00,12
366,158203,366,Beverages,115.00,22
367,158203,91,Beverages,145.00,21
368,158203,368,Beverages,264.00,49
369,158203,130,Beverages,118.00,9
370,158203,315,Beverages,118.00,25
371,158203,126,Beverages,118.00,38
372,158203,372,Beverages,118.00,45
373,158203,373,Beverages,125.00,30
374,158203,101,Beverages,118.00,11
375,158203,95,Beverages,118.00,27
376,158203,376,Beverages,131.00,42
377,158203,377,Beverages,143.00,34
378,158203,317,Beverages,65.00,11
379,158203,379,Beverages,113.00,27
380,158203,380,Beverages,119.00,20
381,158203,381,Beverages,144.00,22
382,158203,382,Beverages,119.00,9
383,158203,383,Beverages,133.00,45
384,158203,384,Beverages,154.00,17
385,158203,385,Beverages,145.00,33
386,158203,318,Beverages,158.00,16
387,158203,387,Beverages,160.00,45
388,158203,388,Beverages,115.00,41
389,158203,389,Beverages,113.00,36
390,158203,390,Beverages,113.00,13
391,158203,391,Beverages,86.00,38
392,158203,392,Beverages,130.00,15
393,158203,393,Beverages,176.00,50
394,158203,394,Beverages,177.00,24
395,158203,242,Beverages,82.00,38
396,158203,396,Beverages,91.00,10
397,158203,397,Beverages,139.00,35
398,158203,398,Beverages,144.00,36
399,158203,399,Beverages,150.00,41
400,158203,400,Beverages,88.00,38
401,158203,320,Beverages,124.00,6
402,158203,402,Beverages,142.00,31
403,158203,403,Beverages,119.00,50
404,158203,321,Beverages,150.00,25
405,158203,405,Beverages,166.00,13
406,158203,406,Beverages,172.00,29
407,158203,407,Beverages,155.00,39
408,158203,408,Beverages,152.00,16
409,158203,409,Beverages,139.00,44
410,158203,410,Beverages,145.00,42
411,158203,411,Beverages,73.00,34
412,158203,412,Beverages,60.00,30
413,158203,413,Beverages,131.00,26
414,158203,414,Beverages,148.00,38
415,158203,415,Beverages,131.00,8
416,158203,322,Beverages,118.00,48
417,158203,417,Beverages,121.00,49
418,158203,418,Beverages,139.00,42
419,158203,419,Beverages,144.00,21
420,158203,420,Beverages,155.00,26
421,158203,421,Beverages,78.00,15
422,158203,323,Beverages,92.00,32
423,158203,423,Beverages,92.00,5
424,158203,424,Beverages,100.00,24
425,158203,324,Beverages,166.00,6
426,158203,426,Beverages,158.00,33
427,158203,427,Beverages,145.00,32
428,158203,428,Beverages,179.00,34
429,158203,429,Beverages,192.00,50
430,158203,430,Beverages,166.00,36
431,158203,431,Beverages,145.00,42
432,158203,432,Beverages,132.00,15
433,158203,433,Beverages,190.00,5
434,158203,434,Beverages,198.00,40
435,158203,435,Beverages,145.00,17
436,158203,436,Beverages,211.00,15
437,158203,325,Beverages,217.00,39
438,158203,326,Beverages,375.00,37
439,158203,327,Beverages,475.00,45
440,158203,440,Beverages,184.00,34
441,158203,441,Beverages,375.00,46
442,158203,442,Beverages,475.00,23
443,158203,443,Beverages,116.00,48
444,158203,444,Beverages,145.00,42
445,158203,328,Beverages,158.00,30
446,158203,446,Beverages,118.00,9
447,158203,447,Beverages,119.00,45
448,158203,448,Beverages,172.00,47
449,158203,449,Beverages,136.00,37
450,158203,1,Beverages,65.00,24
451,158203,330,Beverages,79.00,38
452,158203,452,Beverages,91.00,30
453,158203,331,Beverages,92.00,30
454,158203,454,Beverages,175.00,18
455,158203,455,Beverages,325.00,24
456,158203,456,Beverages,450.00,11
457,158203,457,Beverages,175.00,14
458,158203,458,Beverages,325.00,36
459,158203,459,Beverages,450.00,47
460,158203,460,Beverages,160.00,21
461,158203,461,Beverages,270.00,26
462,158203,462,Beverages,480.00,11
463,158203,463,Beverages,160.00,17
464,158203,464,Beverages,480.00,26
465,158203,332,Beverages,160.00,18
466,158203,466,Beverages,270.00,20
467,158203,333,Beverages,480.00,22
468,158203,468,Beverages,102.00,20
469,158203,469,Beverages,118.00,49
470,158203,36,Beverages,145.00,44
471,158203,471,Beverages,160.00,46
472,158203,472,Beverages,142.00,24
473,158203,473,Beverages,160.00,32
474,158203,474,Beverages,152.00,24
475,158203,475,Beverages,131.00,49
476,158203,476,Beverages,168.00,40
477,158203,477,Beverages,209.00,37
478,158203,478,Beverages,162.00,50
479,158203,479,Beverages,175.00,42
480,158203,480,Beverages,228.00,30
481,158203,481,Beverages,364.00,14
482,158203,482,Beverages,127.00,44
483,158203,335,Beverages,197.00,39
484,158203,484,Beverages,355.00,5
485,158203,336,Beverages,499.00,22
486,158203,337,Beverages,152.00,30
487,158203,487,Beverages,145.00,13
488,158203,488,Beverages,179.00,40
489,158203,489,Beverages,205.00,49
490,158203,338,Beverages,152.00,23
491,158203,491,Beverages,145.00,31
492,158203,492,Beverages,179.00,44
493,158203,493,Beverages,205.00,16
494,158203,339,Beverages,152.00,48
495,158203,495,Beverages,145.00,45
496,158203,496,Beverages,179.00,16
497,158203,497,Beverages,205.00,22
498,158203,498,Beverages,196.00,26
499,158203,499,Beverages,215.00,42
500,158203,500,Beverages,312.00,12
501,158203,501,Beverages,432.00,9
502,158203,502,Beverages,594.00,30
503,158203,503,Beverages,312.00,32
504,158203,504,Beverages,432.00,38
505,158203,505,Beverages,594.00,48
506,158203,506,Beverages,312.00,50
507,158203,340,Beverages,432.00,20
508,158203,508,Beverages,594.00,8
509,158203,509,Beverages,228.00,48
510,158203,510,Beverages,378.00,10
511,158203,511,Beverages,495.00,11
512,158203,512,Beverages,228.00,18
513,158203,513,Beverages,378.00,37
514,158203,514,Beverages,495.00,24
515,158203,341,Beverages,158.00,22
516,158203,516,Beverages,152.00,20
517,158203,517,Beverages,145.00,25
518,158203,518,Beverages,172.00,45
519,158203,342,Beverages,189.00,23
520,158203,520,Beverages,166.00,12
521,158203,521,Beverages,166.00,10
522,158203,522,Beverages,188.00,45
523,158203,523,Beverages,188.00,8
524,158203,343,Beverages,187.00,16
525,158203,525,Beverages,330.00,41
526,158203,526,Beverages,463.00,25
527,158203,527,Beverages,187.00,8
528,158203,528,Beverages,330.00,34
529,158203,344,Beverages,463.00,22
530,158203,530,Beverages,140.00,46
531,158203,531,Beverages,150.00,12
532,187912,532,"Fast Food,Indian",200.00,16
533,187912,533,"Fast Food,Indian",200.00,28
534,187912,534,"Fast Food,Indian",200.00,23
535,187912,535,"Fast Food,Indian",200.00,32
536,187912,536,"Fast Food,Indian",200.00,27
537,187912,537,"Fast Food,Indian",240.00,44
538,187912,538,"Fast Food,Indian",220.00,33
539,187912,539,"Fast Food,Indian",300.00,16
540,187912,540,"Fast Food,Indian",40.00,20
541,187912,541,"Fast Food,Indian",200.00,46
542,187912,542,"Fast Food,Indian",280.00,20
543,187912,241,"Fast Food,Indian",280.00,15
544,187912,544,"Fast Food,Indian",120.00,25
545,187912,545,"Fast Food,Indian",140.00,22
546,187912,546,"Fast Food,Indian",180.00,38
547,187912,547,"Fast Food,Indian",100.00,11
548,187912,234,"Fast Food,Indian",120.00,41
549,187912,549,"Fast Food,Indian",120.00,43
550,187912,550,"Fast Food,Indian",140.00,17
551,187912,551,"Fast Food,Indian",160.00,30
552,187912,552,"Fast Food,Indian",240.00,43
553,187912,553,"Fast Food,Indian",120.00,28
554,187912,554,"Fast Food,Indian",140.00,25
555,187912,555,"Fast Food,Indian",140.00,44
556,187912,556,"Fast Food,Indian",180.00,10
557,187912,557,"Fast Food,Indian",200.00,5
558,187912,532,"Fast Food,Indian",200.00,25
559,187912,533,"Fast Food,Indian",200.00,44
560,187912,534,"Fast Food,Indian",200.00,50
561,187912,535,"Fast Food,Indian",200.00,50
562,187912,536,"Fast Food,Indian",200.00,40
563,187912,563,"Fast Food,Indian",200.00,10
564,187912,564,"Fast Food,Indian",240.00,22
565,187912,537,"Fast Food,Indian",240.00,23
566,187912,538,"Fast Food,Indian",220.00,13
567,187912,539,"Fast Food,Indian",300.00,10
568,187912,568,"Fast Food,Indian",300.00,42
569,187912,569,"Fast Food,Indian",300.00,15
570,187912,540,"Fast Food,Indian",40.00,7
571,187912,541,"Fast Food,Indian",200.00,36
572,187912,542,"Fast Food,Indian",280.00,48
573,187912,241,"Fast Food,Indian",280.00,45
574,187912,544,"Fast Food,Indian",120.00,16
575,187912,545,"Fast Food,Indian",140.00,46
576,187912,546,"Fast Food,Indian",180.00,43
577,187912,547,"Fast Food,Indian",100.00,46
578,187912,234,"Fast Food,Indian",120.00,35
579,187912,549,"Fast Food,Indian",120.00,11
580,187912,550,"Fast Food,Indian",140.00,33
581,187912,551,"Fast Food,Indian",160.00,34
582,187912,582,"Fast Food,Indian",160.00,34
583,187912,583,"Fast Food,Indian",50.00,44
584,187912,552,"Fast Food,Indian",240.00,27
585,187912,585,"Fast Food,Indian",240.00,5
586,187912,586,"Fast Food,Indian",240.00,38
587,187912,587,"Fast Food,Indian",220.00,42
588,187912,588,"Fast Food,Indian",220.00,44
589,187912,589,"Fast Food,Indian",220.00,48
590,187912,590,"Fast Food,Indian",240.00,40
591,187912,591,"Fast Food,Indian",200.00,12
592,187912,592,"Fast Food,Indian",200.00,34
593,187912,593,"Fast Food,Indian",200.00,48
594,187912,594,"Fast Food,Indian",180.00,9
595,187912,595,"Fast Food,Indian",180.00,46
596,187912,596,"Fast Food,Indian",180.00,34
597,187912,597,"Fast Food,Indian",240.00,40
598,187912,553,"Fast Food,Indian",120.00,25
599,187912,599,"Fast Food,Indian",140.00,18
600,187912,554,"Fast Food,Indian",140.00,18
601,187912,555,"Fast Food,Indian",140.00,29
602,187912,602,"Fast Food,Indian",160.00,43
603,187912,603,"Fast Food,Indian",140.00,41
604,187912,46,"Fast Food,Indian",200.00,33
605,187912,556,"Fast Food,Indian",180.00,29
606,187912,606,"Fast Food,Indian",180.00,50
607,187912,607,"Fast Food,Indian",220.00,21
608,187912,557,"Fast Food,Indian",200.00,5
609,543530,609,"Italian-American,Fast Food",65.00,48
610,543530,610,"Italian-American,Fast Food",90.00,30
611,543530,611,"Italian-American,Fast Food",120.00,36
612,543530,612,"Italian-American,Fast Food",120.00,9
613,543530,613,"Italian-American,Fast Food",130.00,24
614,543530,614,"Italian-American,Fast Food",145.00,5
615,543530,615,"Italian-American,Fast Food",160.00,13
616,543530,616,"Italian-American,Fast Food",80.00,20
617,543530,617,"Italian-American,Fast Food",105.00,5
618,543530,618,"Italian-American,Fast Food",130.00,14
619,543530,619,"Italian-American,Fast Food",130.00,49
620,543530,620,"Italian-American,Fast Food",145.00,9
621,543530,621,"Italian-American,Fast Food",160.00,39
622,543530,622,"Italian-American,Fast Food",185.00,28
623,543530,623,"Italian-American,Fast Food",185.00,7
624,543530,624,"Italian-American,Fast Food",145.00,39
625,543530,322,"Italian-American,Fast Food",160.00,9
626,543530,626,"Italian-American,Fast Food",170.00,44
627,543530,627,"Italian-American,Fast Food",185.00,40
628,543530,628,"Italian-American,Fast Food",160.00,46
